review_id,business_id,stars_x,stars_y,date,city,text,categories
fco1GyRiyYwINfv6lud9CQ,JvsMfLlaORX2oHZ17STX_A,4,4.5,2017-11-26,Charlotte,"I needed to get my oil changed and I waited a couple days and did not have time to go to the dealership so I stopped in - plus it's only a couple minutes from my house! There were already two cars getting an oil change, but it was only a couple minutes. They offered me a beverage (actually a couple times, which was nice) and they pulled up my car. They told me my car is usually synthetic oil and asked if I wanted that one, I told them yes. After a couple minutes the young gentleman asked me if I ever had a transmission flush (or something like that). He explained it - even if I did not understand some of it, haha - and told me he can do a discount for it. I told him to go ahead with it. The whole process took less than waiting at the dealership, and I do not have to leave my car! 
Everyone that I encountered (about 4 employees) was professional and welcoming. I will definitely be back when my oil needs to be changed again!",Automotive;Auto Repair;Oil Change Stations
m-bzSbxHRzIOooffh6FEjg,kkIk9znXCCWNHBaXcCP15Q,2,2.5,2016-04-27,Surprise,"You'll see more sharks here than in the Pacific. I only come here for the service department, there it's shark-less.",Auto Repair;Car Dealers;Automotive
4IkfGEhDvxPpmVdBWR7gwg,pDcU-HEnNr631YpwxAqYsQ,1,3.0,2012-10-12,Mesa,"If only no stars were an option....
Not only the worst car dealership I've ever dealt with, but the worst business in general. It's no wonder they have an ""F"" from the BBB and a pretty crappy yelp rating. 
Everyone other than Josh from maintenance\/repair and Bonnie are crooks. 
Orlando, the sales guy, was  completely misleading. The finance guy was condescending. I could go into more detail, l but I've tried to let it go because there is nothing else I can do. I tried battling them for weeks. Long story short- I feel completely ripped off by Riverview Toyota. But all that matters is they got their sale. 

Seriously- if you are looking for a new\/used car, go elsewhere!! I'd sooner by from craigslist or the side of the street than go back to Riverview Toyota!!!",Auto Repair;Automotive;Auto Parts & Supplies;Car Dealers
exorS7qrzJ9dwZM1fpNtqA,FfdtF7TFaaus4gUQg0ImPQ,5,4.0,2015-11-25,Huntersville,I've been taking my car to Tuffy's for several years.  It's always a great experience.,Automotive;Tires;Oil Change Stations;Auto Repair
8DgT7uIZ45okfA8A2UNtYg,xV-FFJUkDWhDVJ8K52QY1g,2,3.0,2011-11-28,Fort Mill,"My husband and I made appointments for oil changes for both of our cars at Goodyear on Sunday. His appointment was at 1, and mine was at 2. I showed up with my car at 2PM and my husband was still waiting for them to finish up with his car. We sat together in the waiting area, and within 20 minutes my car was pulled around and my maintenance was done.

We asked when my husband's car would be ready and were told ""in just a few minutes"". We waited, and waited, and waited some more. No one could tell us what the delay was. Finally, at 2:45, after waiting an hour and 45 minutes, I pointedly asked what was taking so long. They couldn't tell us. Several customers had come and gone in the time it took us to wait for my husband's car.

At 2:55, after a nearly two hour wait, they FINALLY took my husband's car down and brought it around. When he inquired (again!) as to why it took so long they said they had issues with a latch on his battery (he'd asked them to check that, since there was a loose connector issue).  

They gave us $20 off his service for the extended wait, which we appreciated for the time we had to wait, but they should have communicated with us about what was taking so long. My husband had only asked them to check the battery latch because he thought it would be just a quick thing, had we known it would take so long, we would have told them not to bother with it.",Oil Change Stations;Automotive;Auto Repair;Tires
0d00ZmquRBCQFZsKUhgSOA,sQvLJGGp1YeSkCn-KsasLg,5,3.5,2017-07-15,Scottsdale,"We had very good dealings with this dealership. Steve, our salesman was very knowledgeable and very laid back and not pushy at all. I would highly recommend this dealership",Automotive;Auto Parts & Supplies;Auto Repair;Car Dealers
lM9hL3OjUVKZO2lEqhrxxA,4OrIaoOwokYf5NNLjZk8cg,5,2.5,2014-07-09,Charlotte,Been coming to their service department since purchasing my new 2013 Prius. Outstanding customer service and Ricardo in sales made my buying experience great.,Car Rental;Hotels & Travel;Automotive;Body Shops;Car Dealers;Auto Parts & Supplies;Auto Repair
gCWZ9siCwoJKMKVQKZBLbg,_XptUzewghAxa0_4R7br-Q,5,4.5,2016-01-04,Tempe,Tony and his team have worked on three of my vehicles one of which I use for business. They have made accommodations for my business schedule. They get the work done correctly and on time!,Automotive;Gas Stations;Oil Change Stations;Auto Repair;Transmission Repair
fN6VZza__nBe7x3yTs6xVg,80J9QfTbDYBk88rhd826dA,5,5.0,2015-11-04,Las Vegas,"I am so thankful I found this place! As a BMW owner, my biggest fear was getting work done on my car. I dreaded the times I have to go to the ""stealership"". They overcharge for everything! Never again shall I be fooled by them! 

All thanks to Victor for being accommodating of my needs. I was super worried about my car but he reassured me that he will take care of it and that he'll make sure to get me out of there in no time. They do honest repairs for you and only charge for a reasonable amount. These guys really know their stuff. 

I highly recommend this place to all BMW owners.",Car Dealers;Auto Repair;Automotive;Oil Change Stations
lVKT0GScpoD-zkZWK0wCog,6h_JDsp9VuvGFpPv2jlRsQ,5,4.5,2015-04-30,Pittsburgh,"I've been going to this location for about a year and they have always treated me very well and been extremely accommodating to my schedule and needs.  Greg is super helpful and remembers everything about his customers and their cars.  He's gone above and beyond to help me figure out the technology in my car and make tire repairs as cheap as possible (knowing I'm a broke grad student).  Also, A+ on letting me know my insurance and registration were about a day from expiring...definitely didn't even cross my mind!",Auto Parts & Supplies;Automotive;Car Dealers;Auto Repair
TCQuJYiQ-JNmcusBhV5t3Q,n5Bu0WBhCiQ5umCE5EzSjg,1,3.0,2017-10-28,Peoria,"I came ready to buy a car but not a single person approached my husband and I.
4 salesmen saw us and did not say a single thing. 
We thought they were closed ! We even pulled up their hours to verify. 
Horrible service",Car Dealers;Auto Repair;Used Car Dealers;Auto Parts & Supplies;Automotive
z_uoPuKp-ERU9nFSZ8gkbA,aX6_wfh6trIpG-ud4plz1Q,3,2.0,2012-09-10,Mesa,"I've been here twice now, first time for tires and the second for an oil change. Service here is pretty slow and employee's always seem to be scrambling, like they are under-staffed. It took an hour and a half for an oil change and this is with me calling the day before and making an appointment. I don't really understand why they take appointments if they can't get you in and have you wait like you just walked in. The only reason I came back was because if you buy 2 new tires, you get a free oil change voucher. It was nice not to pay for an oil change and my tires are great, no problems whatsoever.",Auto Repair;Automotive;Auto Parts & Supplies;Tires
-qmv0_kfTyj503zsZJUyww,h5tsd-0qKzaRB6w7LIx-3Q,1,1.5,2017-02-21,Phoenix,"I was in the market for a new 2017 Nissan Sentra SV and decided to go to ABC Nissan again, as I had purchased a 2009 Nissan Altima from them back in 2010. After being there for 2 hours, we were told the sale price they advertised online was not the price they could do for us. They wanted to charge us $2,000 in EXTRA ADD ONS and when we told them we weren't paying for that, they told us ""every Nissan dealership adds these add-ons and couldn't be negotiated."" What bullcrap! We also had a trade in and they weren't willing to give us anywhere close to what the car could get. The manager came out at that point and insulted us about how my car wasn't ""worth"" what we knew we could sell it for private party and how they weren't going to budge on monthly payment terms and price. Mind you I have an amazing credit score, we were putting money down and genuinely wanted to do a deal with them. They basically told us to go somewhere else. Wow.

I am happy to report that I have since purchased a 2017 Nissan Sentra SV from AutoNation Chandler and had an outstanding experience! Great staff (not pushy), great interest rate, monthly payments and terms are exactly what I wanted AND I got what my car deserved for trade in! I highly recommend going there and not wasting your time with ABC Nissan!!",Automotive;Auto Repair;Car Dealers
sjS8A2MIbkIsvhpwVr-Qfg,c0XS2YjMGIWDzmclohkvAA,5,4.0,2012-08-26,Verona,"Farm And Fleet literally has everything you could ever want...it's a home depot, wal mart, and specialty farmer's store all rolled into one. And triple the parking of all of those stores. The prices there rival all of the above listed stores so you know you can expect to get some good deals. One thing that makes it better than the above listed??? The quality of the clothes that they offer are much better (they sell brands like puma, addidas, etc) than what you would find at wal mart. Also they have a huge section where they sell a lot of ""working clothes"" reflective gear, overalls, work boots, etc. So if you need anything along those lines (even if you're not a farmer) you can come here and find what you need.

They don't have a produce section but who needs fresh produce when you've got 3 aisles of candy!?!? 

It was also fun sifting through their halloween\/thanksgiving items in August. It may be a bit early but being reminded of the fun holidays that are coming up made me feel better about summer being almost over :\/

Staff was helpful and super friendly as well.",Department Stores;Automotive;Shopping;Home & Garden;Hardware Stores;Auto Repair;Fashion
4Nl_AoqFS_xXhTGjGY1bPw,GMBM2_vyM7xSKUulBWRa-g,5,3.5,2012-11-15,Madison,"Came here knowing what we wanted but still our sales guy ""dave"" really took care of us here! He was super patient and explained everything from payment options, features of cars, and his personal experiences. When the manager wouldn't go any lower on the price of the car, he even wrote us a personal check to make sure we left satisfied. We did and now a month into owning our new car we are so happy and although we also own a Honda...I gotta say that I think we're Hyundai people now ;)",Auto Repair;Auto Parts & Supplies;Car Dealers;Automotive
N0OJWh5Xgusis9gBSggbXA,PvxRNLJnlujxkTaQeEwK6Q,5,5.0,2013-09-23,Mesa,We've been going here for a few years and he's the only mechanic we trust.  We take all our commercial as well as my personal vehicles here.  I cringe at the thought of having to take my cars somewhere else because I just know Jeff will be honest and I'm not sure about the other companies out there.,Auto Repair;Automotive
SJ-CL61PBrCaS0sRqSJ6fw,1-KlKFnsTw_OlAiO69oM5Q,5,3.5,2016-01-28,Phoenix,"By far the best mechanic shop in town! I've followed Fred and Liberty automotive through all his locations in Phoenix. When you find an honest mechanic, you stick with them! Fred and his team make sure my car is running in tip top condition and don't try to up sell me for other services! Even when they are busy they always make sure to keep me posted on how long it will be and if I'm not able to wait, I can either leave the car there or schedule time with him another day. I've never been disappointed in the service I've received! I would recommend Fred and Liberty automotive to everyone like I already have. :)",Auto Repair;Oil Change Stations;Automotive;Tires
CfMzTieMYnN--mqETwQjaw,ZghQ7ilYOCkGr9MhjlLjBA,5,4.5,2012-08-09,Mesa,"I agree with all the other reviews. Wes, the owner, is a honest business person focused on customer satisfaction.  We are new to the Phoenix area and besides trying to find a doctor and a dentist, a car mechanic is a tough search.  Well we are searching no more. Wes will be maintaining both of my vehicles here on out.",Automotive;Oil Change Stations;Towing;Auto Repair
8CeqIzsh-GVolKU24BWuAA,we6nObvA3kRggOJs5rIVvQ,5,5.0,2017-08-06,Avondale,I usually don't write reviews. I will make an exception in this case. Sone was able to fix my car the first day I brought it to them. They are very trustworthy. I was satisfied. I highly recommend them to anyone that needs their car repaired. I live in the Boston area and wish I could use them myself. I brought my sister-in-law's car down when I recently was on a visit and noticed it did have a significant issue with it. Thank you Sone.,Automotive;Auto Repair
Wj6kydz4vCOssnnTrL8_bg,1ZusRIDxNN0JKQtuGqq_xQ,4,4.5,2016-10-28,Scottsdale,"Updated review- owner reached out to me and apologized profusely for their employee's behavior. I gave them another shot and they provided excellent service and went above and beyond to apologize for my negative experience. They also explained the employee was written up and talked to about his inappropriate behavior, which was helpful and settling to hear. Hopefully he does a better job respecting customers in the future. I will continue to come to Lightening Lube as long as my experiences are more positive like today's. 
---

The first few times I cane here it was an awesome experience. Now they have a service guy and he was just awful. He pressured me a ton to upgrade to synthetic oil for my oil change and even had me sign a waiver that I'm not using the ""recommended"" oil and told me that my engine might blow up because of it. I hate it when I feel pressured like that, especially at a car service place as a woman. The worst part was that he kept coming back into the waiting room with really intimidating and aggressive behavior. One time he came in and asked who did my last oil change. When I explained this place did, he turned around and walked back into work on my car. The next time he came back into the waiting room I asked, "" what was that about?"" And he said ""nothing."" I said ""wait a minute it's kind of alarming when someone asks you a something like that!"" He said ""oh just something wasn't put back the way it was supposed to be."" I was like what the heck!! I'm sure if I had said I went to another place we would've given me another more dramatic response. During this experience I was the only customer and he was the only employee at Lightning Lube. I definitely don't think he'd have act this way if his supervisor was around. 

Because I had such a great experience the two previous times I came for oil changes I decided to give this place one last shot. When I pulled in I immediately saw that same employee so I did a U-turn and got the hell out of there. I'd be willing to give this place another shot but I refuse to work with that same guy. I also don't trust him to work on my car. He was so rude, intimidating and he gives me the total creeps.",Oil Change Stations;Automotive;Auto Repair
I6cW-rCcNyGxuzmCxDxV-w,LCrEGP25XEBDPmirFqd_xg,2,4.0,2014-04-03,Pittsburgh,"I stopped at Rohrich Toyota to look at their selection of used vehicles. I was quickly greeted by Paul - who was great! I test drove a Honda Element, which was clean and comfortable to drive, but the brakes on this one needed work - very slow response to stop. Then I looked at a Rav4. The first thing I noticed was dog hair on the interior surfaces. I'm surprised that seemingly simple things like brakes and cleanliness would not have been checked and fixed before putting the vehicles on the lot; my confidence was not inspired. I did like the drive course they used because it included big hills and bumps (sure, try to find a loop in PGH that doesn't!). And Paul was easy going and respectful of my search criteria.",Auto Repair;Car Dealers;Automotive
5ke-N2VrSWzOBWUzeeWjkA,ukQdTaJNdb9-IZk06-RuSw,5,5.0,2016-07-30,Scottsdale,"I have been a customer of Car Tech for a dew years now, I first met Charlie the owner through the Veterans organization I work at. He contacted us to ask if we could send him a veteran a month so he could service their car for free as a way to thank them for their service. What a generous offer I have sent a lot of vets to him.

He services our company truck for us and he works on my car as well. Work is always completed quickly and the price is always what he quotes.

I have found him to be a very honest person which is impossible to find in an auto repair shop.

Highly recommend them!
David Wimmer
Veterans for Veterans",Oil Change Stations;Automotive;Transmission Repair;Auto Repair
tHpjtwVU_hc6cOswmRSAXw,Jo3vhS2Fs292hX7EUUXdRg,5,2.0,2015-08-02,North Huntingdon,"We had a great experience at this dealership from start to finish. Kasey was our salesman and he did a great job at making us feel appreciated, important and a priority.  My husband totaled his car so we were in a bit of a bind and trying to find something quick that was going to meet our wants and needs, and they couldn't have been more helpful and understanding. We bought a 2015 Jeep Renegade and we love it! Thanks to everyone at this dealership who helped us over the past week!",Auto Repair;Car Dealers;Auto Parts & Supplies;Automotive;Body Shops
FHPCtm5XrbKQBNW0R2l8kQ,6i_ai8qjYjhxDV988ZRWFQ,5,3.5,2017-07-22,Tempe,Ronnies Auto was highly recommended by a friend and I wasn't disappointed! Rick the owner is very honest and my car drives like she's brand new!,Auto Repair;Automotive
2R0__embngOiugPH2DGIFA,h7l3xt_CAaFMD63ZgdXXWw,1,4.0,2015-06-04,Phoenix,"Horrible customer service. More excuses than work done. This was an engine install which took longer than originally quoted (3 weeks because more expensive jobs took priority) and left timing 10 degrees off spec (20-23 degrees btc) and when we called to inquire about it, were told to fix it ourselves. When they called to let us know the car was ready, we were told that no mechanic wanted to test drive to insure everything was done properly because it is a small car. When we arrived to pick up vehicle were also told there was no gas in it. Came back a few days later to pick up other old engine and was directed to use their shop equipment to load ourselves. Needless to say we didn't feel they wanted our business. Wish granted, we won't be back.",Auto Repair;Automotive;Towing;Tires;Oil Change Stations
IqGCR5Pox-qzH7nf5qzSJQ,_JfR7j6f6OcGh7kVJfIwpg,5,4.5,2017-06-18,Mesa,"I had a great experience overall. I had the technician check my AC unit for leaks and freon while I was in AZ. He didn't find any issues, and the inspection fee was very inexpensive, about 3-4 times less than what I would have paid at the dealer. I love finding legitimate shops that won't ""find something wrong"" just to make a buck. I recommend this shop to anyone in the Tempe \/ Mesa area.",Auto Customization;Auto Repair;Automotive;Home Services;Body Shops;Auto Parts & Supplies;Heating & Air Conditioning/HVAC
cwYlJ4KZOQ-zSI0FvrLpoA,D3wJGU2sSW1E1DDUcllKIQ,5,4.0,2017-07-13,Las Vegas,Great Service would recommend anytime.. Freindly and fast.. Every time I come in they top off all fluids and clean my car,Automotive;Oil Change Stations;Auto Repair
r7MS5v1Bg7-k7XsrI4b-xw,_mIl4QkLjsbuFN_CnSj4sA,5,2.5,2016-06-09,Phoenix,Purchasing my new Infiniti has been such a pleasant experience! Steven and Lon were amazing with helping me learn everything I needed to know about my new Q50. They truly went over and beyond my expectations. I would definitely recommend this dealership to anyone looking for a new vehicle.,Car Dealers;Automotive;Auto Parts & Supplies;Auto Repair
J5TTDJ96EGxDm-w5Vjmzkw,pE0ktQsw5x0chqsoMSqCUQ,5,2.0,2016-07-28,Glendale,"Had a tire blow out after work,called and talked to Scott Magana at 5:30, he said he would stay and fix the tire even though they close at 6 and we wouldn't get there until almost 6.",Auto Repair;Oil Change Stations;Tires;Automotive
Zks5-HK8MQtBMl-nTtYxQw,7LbiQQf_x6vr2E5SJmEqBw,5,3.5,2016-01-28,Phoenix,"We are so pleased that we tried Greulich's! My husband took my Nissan for a brake inspection at another shop a week ago. The put a brake kit on the right rear wheel; however, after that we had a strange noise coming from that area. My husband took it over to Greulich's and it was found that the previous shop left a spring in there which was rubbing and making the noise. Scott Bowsher, assistant manager, also drove him home while the car was being checked. And...there was no charge! We will be back!",Tires;Auto Repair;Automotive
lR4yCACcRs0XkKHohADzTg,qLZq_frFSETzoZwcMJNjTA,5,4.5,2017-08-11,Glendale,"Best service in town. They have done a lot of work for me and I will never go anywhere else. They have replaced my A.C., radiator, alternator, and have done some other work (yes my car sucks). My sister needed a new engine and they did the engine swap for her. Not only were they the fastest but they beat everyone else's price hands down. They are THE definition of customer service!",Transmission Repair;Auto Repair;Oil Change Stations;Automotive
FSiKaAGZ3wAu79A_gcyVRA,GCV9lT4a0RRdgigz1FIu2A,1,2.5,2016-08-01,Glendale,"DO NOT BUY A VEHICLE FROM THIS DEALERSHIP...They say the vehicles are all inspected by their mechanic..well their mechanic is a back yard mechanic that works out of his back yard in Maryvale... We bought a Pick Up truck from this dealership in May of this year I was concerned about the transmission on the truck since it appeared to be a work truck with an after market towing package installed which means it may have done a lot of towing and I wanted to look at other trucks, Marisol our sales person who was very nice assured me the truck had been inspected by a their mechanic and nothing was wrong with the transmission or engine..and they gave us a we owe to have the serpentine belt replaced and oil change and spare tire put on front passenger side cause it was suppose to be in better shape then the one on the truck (it wasn't), the second day we had the truck the fuel pump went out they took it to their mechanic and had it fixed and had the we owe work done and we then went to pick it up from the address in Maryvale (thats how we found out about the mechanic working out his backyard)...After that we had to have 4 new shocks put on and 4 new tires (all 4 according to tire shop were rotted from the heat so truck sat for a long time) and the fuel system cleaned since their mechanic didnt do that when he changed the fuel pump and some other things that were little and not real important but should have been taken care of before they put it on the lot for sale,  then the  first payment came due to finance first week of June we made the payment early and a week later the transmission gave out completely.  We talked with our finance company who said either they (Network) need to fix it or they would unwind our deal and put our loan towards another vehicle at one of their other vendors.  On 7\/23\/2016 Network came and towed our truck to their transmission shop to have it fixed I left messages last week trying to get an update, today I finally talk to Edward who tells me that they went ahead and had transmission rebuilt and it was $1250.00 which they would only pay $725.00 of I told him well I did not agree to that and he knows it so I would not be picking up the truck nor paying any of the bill and that I would call back our finance company fill them in and we will go with our option of unwinding this deal.  Now we are letting our finance company handle it from there with Network and we are meeting with a lawyer to see about suing for down payment back, between the down payment and the repairs we made on that truck for 30 days we had it we are out $2400 dollars and don't even have the vehicle.  So beware of them, take it to your mechanic and have it looked at if you do decide to buy from them.",Transmission Repair;Car Dealers;Auto Detailing;Automotive;Used Car Dealers;Auto Repair
O7AKTZyyqV83i9HmhrqAEw,72XWx7TiZ7dLPbDdVZDFKA,4,3.0,2017-10-06,Chandler,"I read reviews of various repair shops and dealerships on Yelp and decided to take my Honda Odyssey to Hontech for repair.  It needed the timing belt replaced and a general inspection for overall needed repairs. I dropped it off in the morning and made arrangements to be in contact to authorize repairs. A few hours later I received a call letting me Know what repairs were necessary and that due to the vehicles age and condition, a couple of items broke but needed to be replaced. It was explained to me that these items were broken while trying to access and\/or make the repair. I completely appreciate the honesty and communication.   In addition, they let me know the overall condition of associated parts and whether or not they were serviceable did not need replacement.  After authorizing the repair, the total amount came to exactly what I expected it to be. The dealership quotes were several hundred to $1000 more. I am completely satisfied with the repair Hontech made and will refer all my friends to them for their Japanese import vehicle repairs.",Auto Repair;Automotive
lgZzTd3ftREMSxkupj3nxQ,65AZT4jr6SeG_nGaI_ajPQ,5,3.5,2017-05-30,Chandler,"I searched yelp for an honest auto mechanic shop in Chandler.  The review results led me to Brake Masters. 
We recently bought a used car and brought it here under warranty to investigate a funny sound during startup.  James, store manager and fellow veteran, patiently listened to us describe the problem. He and his team investigated and found a top end engine repair that needed to be made.  They got it approved and made the repair.  We got the car back and it runs great.  
James and his team were competent, knowledgeable, and honest. I highly recommend them.",Auto Repair;Oil Change Stations;Automotive
bH546f0k79Hhq6y3dJ39Pg,uCkcwxY8AUiPQxRl8bjo6A,5,4.5,2016-03-28,North Las Vegas,"So we knew something was wrong with our 2005 Suburban, something electrical.  We took it to a parts shop and asked them to do a test on the alternator and they come back with a bad test.  They offer to sell us another one and recommended that we go to this Goodyear shop across the street to have it installed.
So we head over there and ask them to quote us and take our truck in.  Decent estimate, so we left it there.  About 1\/2hr later the guys from Goodyear call us back and they tell us that the cables to the battery were kind of loose and that it didn't need a new alternator.  Told us they would only charge a minimal shop fee for looking at it, and told us to return the alternator.  Saved us a couple hundred bucks, because they were honest.  That is an extremely hard trait to find in a Mechanic shop.  Needless to say they have all my business from now on for all of my vehicles.",Tires;Automotive;Auto Repair;Oil Change Stations
ELg4-is8vyeukhibo06eOw,a49-fGTOmArWbdzULzHeVQ,4,2.5,2013-05-25,Phoenix,Optical department is awesome. They have fixed my glasses for free three times. They have a awesome machine that scans your eyeballs to make sure you prescription is spot on. The appliances are great have bought all of them here and had no trouble. Love my conventional microwave you should buy one from when you want oven food without heating up your whole house.,Auto Repair;Electronics;Home & Garden;Tires;Shopping;Fashion;Department Stores;Automotive;Appliances
D8lPF6n3q4kGyzW8WmS1Gw,XvxosMMp52NCfGP8oIMf4A,5,3.5,2015-12-07,Henderson,"I bought a car back in March and Sam is the best. Definitely ask for him he was nothing but accommodating, patient and kind. ask for Sam sorice or sorrice! He will deff take care of you(:",Car Dealers;Automotive;Auto Repair;Used Car Dealers
uV8sGE_SoMfnYyfsiHx77w,YSdxFINzbpbwX-RtPd1FxQ,5,5.0,2015-03-09,Las Vegas,"My family has been going to T&M for over 5 years. They are honest, friendly and caring. I wont take my cars anywhere else! They are the best in nevada! I highly reccomend them to anyone and everyone!",Automotive;Oil Change Stations;Auto Repair;Smog Check Stations
ljZwc7cYyV9OlI_Ywdi_WA,VlnRyO52qL_FYc4rZwbGtA,1,3.0,2015-03-02,Henderson,"They couldn't even come over and say hi to us. Very poor customer service, walking back to our car there was a sales man right infront staring at us and he couldnt even say have a nice night.",Auto Repair;Car Dealers;Car Rental;Automotive;Hotels & Travel;Financial Services
I0lWgRmG17Lz2UPj2U4jww,8pZ4tWeKXbON5PQbFvOJ-g,1,3.0,2017-10-15,Peoria,"Came in, bought a truck with a tow package. Took it for a test drive and double checked to make sure it had a hitch. Talked price, had to renegotiate price, they took it to the back to ""detail it"" Got home and noticed the tow package was gone. What, did it fall off? I'd bet not. Plus they tried to finance the truck with them rather than my credit union who waited a WEEK for the contract. I had to call multiple times, they fired the guy who was financed it on a separate issue...Shady ass shit going on here, go somewhere else. 

Update-
THEY STILL HAVE NOT FULLY PAID OFF MY TRADE IN!!! THEY OWE 152$ TO MY CREDIT UNION. 
ALSO,
Took my truck in cause the breaks were squeaking, only had this truck for a month, 400$ warped front rotors replacement and new shoes. Plus the 150$ to replace the tow hitch. WATCH OUT!!!! THEY DO BAD BUSINESS AND STEAL FROM YOU!!!",Automotive;Auto Repair;Car Dealers
-VHUfbu5WJexV93TGKbunA,qLZq_frFSETzoZwcMJNjTA,5,4.5,2014-06-15,Glendale,Danny and his crew are absolutely WONDERFUL! We appreciate their honesty and hard work. We will continue to bring our vehicles to them.,Transmission Repair;Auto Repair;Oil Change Stations;Automotive
ZToqQqe8MWzmmGhPOK_umw,Pbh0WNaKvkyI7HYwQMEWpA,1,3.5,2013-08-29,Scottsdale,"This dealership is great until the deal is closed and you take your car home.  Trying to get a return phone call from the service department or certain members of management is impossible.  We started out with a good relationship but it quickly deteriorated.  Today was the worst.  We drove about 25 miles ONE WAY to have our car serviced with them (we had made an appointment).  We arrived early and waited.  Approximately 48 minutes past our appointment time, our car was still sitting where we had parked it and no one had even bothered to come inside the showroom waiting area and update us.  There was another customer inside waiting for her car and she had to call someone to tell them that she had no idea it would take so long for servicing her car and she had already been waiting for about 40 minutes. There were staff members shouting and arguing loudly in the showroom, as well as out in the service area.  We felt very uncomfortable with this lack of professionalism.  We took our unserviced car and left.  Our intentions are to get our final oil change done that was part of a package we bought and then we are looking for a dealership closer to home for servicing issues from now on.  We do not plan to purchase any more cars from here, either. We gave the one star rating only because there was no zero rating available!",Car Dealers;Auto Parts & Supplies;Automotive;Auto Repair
kNC8vGgAI6zID6MejRJdRQ,gOZXy-K0VKjW4MZzAbL1Pg,5,4.0,2014-10-13,Concord,"beautiful facilities, friendly staff and great pricing on spectacular vehicles!!! Definitely reccommend going to see them !",Automotive;Auto Repair;Car Dealers
bVD8TecqVouGXCr2DyhpWw,aNaMJt-qwRbUVKj6Jl5-5g,1,2.5,2016-09-12,Scottsdale,"lets see. where to begin.... i have a 2016 honda fit and i have spent over $60 on past oil changes but this time i just wanted to get the basic. I had a coupon for 19.99 and i wanted to use it. The first gentleman who greeted me took my info etc. when I told them what i wanted -again what they advertise and he was very persistent that thats not okay for the car and i have to sign a waiver and so on and so on. Then he said ""okay im going to give youvsynthetic oil and a $15 coupon which brings the total to $40. Again i said no. I thought that was the end of it...

I go back to the waiting area. Mind you theres nobody else there... Zac the manager comes in and says ""my assistant said you only want the basic and i want to warn you..."" seriously!? i said please im fine. He gave me attitude about it. Not normal attitude and then slammed the door. i was honestly blown away and called my husband shaking. In the end they didnt charge me the $26. The assistant walked me out to tell me this. And its the only reason i gave one star. While im thankful for the free oil change its not worth my blood pressure going up like that right before i move. A lot of these chains advertise one thibg and then try to upsell you on the spot. I had just never experienced something quite like this.

Update. After 300 miles of driving I just received a notification that my oil life is 15 percent. Even though they put a sticker on my car saying service isn't due for 5,000 more miles. My husband and I are pulling over to add oil. I AM BLOWN AWAY these guys would put customers in harms way knowing I was driving across the United States. Beware!",Automotive;Auto Repair;Tires;Oil Change Stations
TccjAorLBR_8RNB_-ypsRQ,oGlIOWdOcAkq4_8IShjQgA,5,4.0,2015-01-07,Tempe,"Good Works is quite impressive. I brought in my 14 year old Subaru and they ran full diagnostics to ensure my safety on the road. All of the people in the office were thorough, quick and friendly. The owners are really great people who really give solid car repair. They are also about giving back to the community and helping good causes. Thanks Good Works!",Tires;Oil Change Stations;Auto Repair;Automotive
jCbwww5SKDgcungyGJq4Fg,ABTGvHgWmCMeXCkW0t86GA,5,5.0,2014-04-16,Phoenix,"My boyfriend and I just moved here from Los Angeles. I had some rattling or metal grinding noises when I would accelerate my Subaru. Andy and his team worked on my car for an hour, diagnosed the problem and fixed it. On my boyfriends end, his air conditioner went out in his Hyundai and this was also fixed within the hour. The cost was beyond reasonable. The guys were super professional, but even more importantly we trust and value the work. Very pleased to have found a reputable auto shop that we can turn to whenever maintenance is required. Thanks 29th St Auto!",Automotive;Tires;Auto Repair
lMObzWoVkY78lcavhS0uXw,btV_Ct01Q90nsXrXsD4DOA,5,4.0,2017-10-03,Las Vegas,Came in late last night (10\/2) to see if I could bring home a new car for my growing family and I wasn't let down. Yousef & his manager were able to get me in a brand new Jeep Renegade! Thankful for their patience and willingness to help. Definitely would recommend them to friends and family!,Automotive;Auto Parts & Supplies;Auto Repair;Car Dealers
